Glacier Name (FINAL),Country,State/Province/First Order Administrative Area,Latitude,Longitude,Coverage Spatial,GLIMS ID,Historical or Variant Name,Documentation Notes - CLEAN,Documentation Notes
Ofentalgletscher,Switzerland,Saas Almagell,46.014116,8.006726,"Ofentalgletscher (Saas Almagell, Valais, Switzerland, Europe) (glacier)",G008008E46015N,Ofentalgletscher,coordinates & coverage Swiss Glaciers; glims verified 11/07/18 AM,coordinates & coverage Swiss Glaciers; glims verified 11/07/18 AM
Ofhidro Glacier,Chile,,-48.44,-73.69,"Ofhidro Glacier (Chile, South America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Ogive Glacier,United States,Alaska,,,"Ogive Glacier (Kenai Peninsula, Alaska, United States, North America) (glacier)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",Described in data set.
,United States,Ohio,,,"Ohio (United States, North America) (state)",,,General coverage for state.,
Ohio Creek,United States,Alaska,63.1788889,-149.9244444,"Ohio Creek (Matanuska-Susitna, Alaska, United States, North America) (creek)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Okpilak Glacier,United States,Alaska,69.125672,-144.0554955,"Okpilak Glacier (North Slope, Alaska, United States, North America) (glacier)",G215928E69125N,,GNIS / Getty / GLIMS / 8/20/18 AM - Mount Michelson A-1 map,GNIS / Getty / GLIMS / 8/20/18 AM - Mount Michelson A-1 map
Okpilak River,United States,Alaska,,,"Okpilak River (North Slope, Alaska, United States, North America) (river)",,,General coverage for river.,
Olatine Creek,Canada,British Columbia,,,"Olatine Creek (Cassiar Land District, British Columbia, Canada, North America) (creek)",,,General coverage for river.,
Old Sun Glacier,United States,Montana,48.8716161,-113.7799381,"Old Sun Glacier (Glacier, Montana, United States, North America) (glacier)",G246222E48872N,,GNIS / Getty / GLIMS / 3/1/2018 KF,GNIS / Getty / GLIMS / 3/1/2018 KF
Olson Creek,United States,Montana,48.9149763,-114.0042936,"Olson Creek (Glacier, Montana, United States, North America) (creek)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Olvidado Glacier,Chile,,-50.84,-73.34,"Olvidado Glacier (Chile, South America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Olympic National Park,United States,Washington,,,"Olympic National Park (Washington, United States, North America) (national park)",,,General coverage for national park.,
Onelli Glacier,Argentina,,-50.0935,-73.3887,"Onelli Glacier (Argentina, South America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ",
Ordzhonikidze Glacier,Kazakhstan,Almaty,43.0621,77.1031,"Ordzhonikidze Glacier (Almaty, Kazakhstan, Asia) (glacier); Pik Ordzhonikidze (Almaty, Kazakhstan, Asia) (peak)",,,"GPC coordinates / Constructed / no GLIMS / 11/1/2018 KF - Glacier on Pik Ordzhonikidze, 43.057431, 77.113992.","GPC coordinates / Constructed / no GLIMS / 11/1/2018 KF - Glacier on Pik Ordzhonikidze, 43.057431, 77.113992."
,United States,Oregon,,,"Oregon (United States, North America) (state)",,,General coverage for state.,
Oriental Glacier,Chile,,-48.48,-72.96,"Oriental Glacier (Chile, South America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Grand Glacier d'Ossoue,France,Occitanie,42.7712,-0.14344,"Grand Glacier d’Ossoue (Hautes-Pyrénées, Occitanie, France, Europe) (glacier)",,Grand Glacier d'Ossoue; Grand Glacier; Ossoue Glacier,coordinates NGA Geonames / coverage NGA Geonames / no GLIMS 11/7/18 SB coordinates changed to wgms csv 11/14/18 AM,coordinates NGA Geonames / coverage NGA Geonames / no GLIMS 11/7/18 SB coordinates changed to wgms csv 11/14/18 AM
Glacier d' Otemma,Switzerland,Valais,45.961574,7.457985,"Glacier d' Otemma (Bagnes, Valais, Switzerland, Europe) (glacier)",G007451E45974N,Glacier d' Otemma,coordinates & coverage Swiss Glaciers; glims verified 11/07/18 AM,coordinates & coverage Swiss Glaciers; glims verified 11/07/18 AM
Oulettes de Gaube Glacier,France,Occitanie,42.78,-0.14,"Oulettes de Gaube (Hautes-Pyrénées, Occitanie, France, Europe) (glacier)",,Oulettes de Gaube,coordinates wgms csv; no glims 11/14/18 AM; coverage built 11/15/18 AM,coordinates wgms csv; no glims 11/14/18 AM; coverage built 11/15/18 AM
Overlord Glacier,Canada,British Columbia,50.021944,-122.835278,"Overlord Glacier (British Columbia, Canada, North America) (glacier)",G237176E50016N,,coordinates Natural Resources Canada / coverage Natural Resources Canada / GLIMS 10/26/18 SB,coordinates Natural Resources Canada / coverage Natural Resources Canada / GLIMS 10/26/18 SB
Oweegee Creek,Canada,British Columbia,56.627778,-129.701111,"Oweegee Creek (Cassiar Land District, British Columbia, Canada, North America) (creek)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Oweegee Peak,Canada,British Columbia,56.662778,-129.575278,"Oweegee Peak (Cassiar Land District, British Columbia, Canada, North America) (peak)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Oweegee Range,Canada,British Columbia,,,"Oweegee Range (Cassiar Land District, British Columbia, Canada, North America) (mountain range)",,,General coverage for mountain range.,
Pacific Creek,United States,Montana,48.5741667,-113.5291667,"Pacific Creek (Flathead, Montana, United States, North America) (creek)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Paierlbreen Glacier,Svalbard and Jan Mayen,Spitsbergen,77.105625,15.79817,"Paierlbreen (Svalbard, Svalbard and Jan Mayen, Europe) (glacier)",G015696E77195N; G015897E77068N; G015887E77076N; G015881E77080N; G015862E77085N; G015743E77081N; G015759E77079N,Paierlbreen Glacier; Bäuerl-Gletscher; Paierbreen; Paierl Gletscher; Gletscher Payer,coordinates NGA Geonames / coverage NGA Geonames / GLIMS 11/1/18 SB,coordinates NGA Geonames / coverage NGA Geonames / GLIMS 11/1/18 SB
,Pakistan,,,,Pakistan (Asia) (nation),,,General coverage for country.,
Palcaraju Glacier,Peru,Ancash,-9.38,-77.368,"Palcaraju Glacier (Ancash, Peru, South America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ",
Palisade Glacier,United States,California,37.0999334,-118.5103832,"Palisade Glacier (Inyo, California, United States, North America) (glacier)",G241492E37101N,,GNIS / Constructed / GLIMS / 2018/08/20 KF,GNIS / Constructed / GLIMS / 2018/08/20 KF
Vadret da Palü Glacier,Switzerland,Graubünden,46.369382,9.979667,"Vadret da Palü (Poschiavo, Graubünden, Switzerland, Europe) (glacier)",,Vadret da Palü,"coordinates & coverage Swiss Glaciers; possibly glims ID # G009969E46369N spelled ""Pal Vardet Da"" in glims. Emailed Bruce to verify 11/07/18 AM","coordiantes & coverage Swiss Glaciers; possibly glims ID # G009969E46369N spelled ""Pal Vardet Da"" in glims. Emailed Bruce to verify 11/07/18 AM"
,Indonesia,Papua,,,"Papua (Indonesia, Oceania) (province)",,,General coverage for country.,
Paradiesgletscher,Switzerland,Graubünden,46.487113,9.054981,"Paradiesgletscher (Hinterrein, Graubünden, Switzerland, Europe) (glacier)",G009067E46482N; G009043E46490N; G009043E46499N,Paradiesgletscher,coordinates & coverage Swiss Glaciers;  3 glims ID numbers verified 11/07/18 AM,coordinates & coverage Swiss Glaciers;  3 glims ID numbers verified 11/07/18 AM
Paradise Glacier,United States,Washington,46.8104893,-121.7133415,"Paradise Glacier (Pierce, Washington, United States, North America) (glacier)",G238283E46818N,,GNIS / Getty / GLIMS / 4/2/2018 KF,GNIS / Getty / GLIMS / 4/2/2018 KF
Paradise Inn,United States,Washington,,,"Paradise Inn (Pierce, Washington, United States, North America) (building)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Paradise Lodge,United States,Washington,,,"Paradise Lodge (Pierce, Washington, United States, North America) (landmark)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Vedreit de Camp (Paridisino) Glacier,Switzerland,Graubünden,46.422195,10.10969,"Vedreit de Camp [Paradisino Glacier] (Poschiavo, Graubünden, Switzerland, Europe) (glacier)",G010109E46421N,Vedreit da Camp,coordinates & coverage Swiss Glaciers; glims verified 11/07/18 AM,coordinates & coverage Swiss Glaciers; glims verified 11/07/18 AM
Pared Norte Glacier,Chile,,-47.42,-73.29,"Pared Norte Glacier (Chile, South America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Pared Sur Glacier,Chile,,-47.46,-73.32,"Pared Sur Glacier (Chile, South America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Park Glacier,United States,Washington,48.7867875,-121.7965335,"Park Glacier (Whatcom, Washington, United States, North America)",G238199E48784N,,coordinates GNIS; coverage Getty; glims verified 6/19/18 AM,coordinates GNIS; coverage Getty; glims verified 6/19/18 AM
Park Pass Glacier,New Zealand,,-44.58,168.23,"Park Pass Glacier (New Zealand, Oceania) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Parker Creek,United States,California,37.8142941,-119.1842705,"Parker Creek (Mono, California, United States, North America) (creek)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Parlung No. 94,China,Tibet,29.3861,96.9756,"Parlung No. 94 Glacier (Tibet, China, Asia) (glacier)",G096975E29387N,,WGMS Coordinates / Constructed / GLIMS (in WGMS list) / 11/13/2018 KF,WGMS Coordinates / Constructed / GLIMS (in WGMS list) / 11/13/2018 KF
Partejekna Glacier,Sweden,,67.17,17.67,"Partejekna Glacier (Sweden, Europe) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Pascua Glacier,Chile,,-48.43,-73.07,"Pascua Glacier (Chile, South America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Passusjietna East Glacier,Sweden,,68.05,18.43,"Passusjietna East Glacier (Sweden, Europe) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Passusjietna West Glacier,Sweden,,68.05,18.45,"Passusjietna West Glacier (Sweden, Europe) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Pasterze Glacier,Austria,,47.1,12.7,"Pasterze Glacier (Austria, Europe) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Pastorouri Glacier,Peru,Ancash,-9.9,-77.17,"Pastorouri Glacier (Ancash, Peru, South America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ",
Patterson Glacier,United States,Alaska,56.95,-132.6903,"Patterson Glacier (Wrangell-Petersburg, Alaska, United States, North America) (glacier)",G227523E57018N,,coordinates NSIDC; coverage Getty; glims verified 4/4/18 AM,coordinates NSIDC; coverage Getty; glims verified 4/4/18 AM
Patton Glacier,United States,Alaska,58.8990152,-136.3073062,"Patton Glacier (Skagway - Hoonah-Angoon, Alaska, United States, North America) (glacier)",G223692E58899N,,coordinates GNIS / coverage GNIS / GLIMS 10/26/18 SB,coordinates GNIS / coverage GNIS / GLIMS 10/26/18 SB
Peary Glacier,Greenland,,76.05,-60.6667,"Peary Glacier (Greenland, North America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Peck Glacier,United States,Colorado,40.0652522,-105.6655021,"Peck Glacier (Grand, Colorado, United States, North America) (glacier)",G254334E40065N,,GNIS / Getty / GLIMS 10/26/18 SB,GNIS / Getty / GLIMS 10/26/18 SB
Pedersen Glacier,United States,Alaska,59.9074424,-149.8542423,"Pedersen Glacier (Kenai Peninsula, Alaska, United States, North America) (glacier)",G210149E59905N,,GNIS / Getty / GLIMS / 2018/08/21 KF,GNIS / Getty / GLIMS / 2018/08/21 KF
Peggy Glacier,United States,Washington,,,"Washington (United States, North America) (state)",,,"Not in GNIS, Getty or GLIMS 10/26/18 SB - Post exception leave name basic state coverage no coordinates 11/23/18 AM","Not in GNIS, Getty or GLIMS 10/26/18 SB - Post exception leave name basic state coverage no coordinates 11/23/18 AM"
Penguin Glacier,Chile,,-50.14,-73.83,"Penguin Glacier (Chile, South America) (glacier)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Penniman Glaciers,United States,Alaska,61.0950655,-148.3399996,"Penniman Glaciers (Valdez-Cordova, Alaska, United States, North America) (glacier)",G211660E61095N,,coordinates GNIS; coverage built; glims verified,coordinates GNIS; coverage built; glims verified
Pennine Alps,Switzerland,Valais,,,"Pennine Alps (Valais, Switzerland, Europe) - (Aosta, Italy, Europe) (mountain range)",,,General coverage for mountain range.,
Perito Moreno Glacier,Argentina,,-50.52,-73.17,"Perito Moreno Glacier (Argentina, South America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ",
,Peru,,,,Peru (South America) (nation),,,General coverage for country.,
Petermann Glacier,Greenland,,81.25,-61.5,"Petermann Glacier (Greenland, North America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Petersberg Glacier,United States,Alaska,,,"Alaska (United States, North America) (state)",,,"Not in GNIS, Getty or GLIMS 10/26/18 SB - Post exception leave name basic state coverage no coordinates 11/23/18 AM","Not in GNIS, Getty or GLIMS 10/26/18 SB - Post exception leave name basic state coverage no coordinates 11/23/18 AM"
